Date,Department,Expense Type,Project,Amount (USD),Quantity,Vendor
2024-07-03,Exploration,Maintenance,Project C,6297,,
2024-08-07,Finance,Utilities,Project B,7328,,
2024-12-11,Operations,Salaries,Project B,5130,15.0,VendorZ
2024-01-12,Operations,Equipment,Project A,2595,,
2024-07-10,Operations,Utilities,Project C,2282,5.0,VendorX
2024-03-06,Finance,Salaries,Project A,6826,,VendorZ
2024-12-13,Finance,Maintenance,Project C,1247,17.0,
2024-02-21,Exploration,Equipment,Project C,3034,7.0,
2024-08-12,Exploration,Equipment,Project C,9133,19.0,
2024-10-31,Operations,Equipment,Project B,7526,19.0,VendorX
2024-11-29,Exploration,Salaries,Project A,2986,,VendorX
2024-08-21,Exploration,Salaries,Project C,4754,,
2024-11-07,Finance,Equipment,Project A,7965,,VendorX
2024-03-06,Operations,Utilities,Project B,6970,,VendorZ
2024-11-10,Exploration,Maintenance,Project A,4632,12.0,
2024-05-23,Finance,Maintenance,Project C,6473,,VendorY
2024-11-02,Finance,Equipment,Project B,3282,12.0,VendorY
2024-08-12,Finance,Utilities,Project A,4020,1.0,VendorY
2024-02-16,Exploration,Salaries,Project A,6288,6.0,
2024-02-16,Finance,Salaries,Project A,9955,,
2024-09-14,Finance,Utilities,Project A,8817,,VendorY
2024-12-08,Exploration,Equipment,Project B,3565,17.0,VendorZ
2024-12-22,Exploration,Equipment,Project C,1037,,VendorZ
2024-12-14,Operations,Maintenance,Project B,9024,20.0,
2024-04-06,Exploration,Salaries,Project C,2893,3.0,VendorY
2024-01-28,Exploration,Utilities,Project C,8223,,VendorX
2024-08-09,Finance,Salaries,Project C,3452,4.0,
2024-11-02,Exploration,Utilities,Project C,1453,,VendorZ
2024-05-13,Finance,Utilities,Project C,3730,6.0,
2024-11-28,Finance,Utilities,Project A,8348,,VendorX
2024-10-04,Exploration,Maintenance,Project C,3074,9.0,VendorY
2024-06-25,Operations,Salaries,Project C,6394,,VendorY
2024-05-04,Exploration,Utilities,Project C,4899,18.0,
2024-03-25,Finance,Equipment,Project A,1100,13.0,
2024-12-14,Finance,Equipment,Project C,4452,,VendorX
2024-05-20,Operations,Equipment,Project C,9150,3.0,VendorZ
2024-01-19,Finance,Utilities,Project B,7087,,
2024-08-04,Finance,Equipment,Project B,6086,14.0,
2024-08-31,Exploration,Salaries,Project C,7615,6.0,
2024-11-28,Exploration,Maintenance,Project C,9786,11.0,VendorX
2024-07-28,Exploration,Equipment,Project B,4776,3.0,
2024-02-29,Exploration,Equipment,Project A,3422,,VendorZ
2024-01-26,Operations,Maintenance,Project B,4401,,VendorX
2024-03-10,Finance,Utilities,Project B,7661,15.0,VendorZ
2024-01-13,Operations,Utilities,Project C,6016,4.0,VendorZ
2024-10-26,Exploration,Utilities,Project A,1833,,VendorX
2024-07-17,Exploration,Maintenance,Project A,8152,,
2024-03-30,Exploration,Equipment,Project A,3399,,VendorY
2024-08-23,Operations,Equipment,Project C,5015,,
2024-08-30,Operations,Salaries,Project B,2241,,
2024-06-04,Finance,Utilities,Project A,9480,,VendorX
2024-01-30,Exploration,Salaries,Project B,6467,,
2024-04-17,Operations,Maintenance,Project A,2137,,
2024-09-19,Finance,Maintenance,Project A,8439,,VendorX
2024-07-29,Operations,Salaries,Project B,5053,,VendorZ
2024-05-10,Exploration,Equipment,Project B,2134,8.0,VendorZ
2024-08-04,Finance,Utilities,Project B,8785,12.0,VendorX
2024-02-07,Exploration,Salaries,Project A,4984,17.0,
2024-05-03,Operations,Salaries,Project C,8470,,
2024-01-10,Finance,Equipment,Project B,4430,,
2024-11-04,Operations,Equipment,Project B,3620,,VendorZ
2024-12-22,Operations,Equipment,Project B,2669,7.0,
2024-03-16,Finance,Equipment,Project C,3306,,VendorX
2024-11-27,Operations,Maintenance,Project C,9783,,
2024-05-31,Operations,Equipment,Project A,1657,16.0,VendorY
2024-06-25,Operations,Maintenance,Project A,6480,1.0,
2024-09-12,Finance,Maintenance,Project A,5393,18.0,VendorX
2024-12-03,Finance,Utilities,Project A,4338,,
2024-02-23,Operations,Equipment,Project A,2710,8.0,VendorZ
2024-12-13,Finance,Salaries,Project B,8681,,VendorY
2024-01-21,Operations,Maintenance,Project C,4195,,
2024-06-02,Finance,Utilities,Project B,6078,4.0,
2024-09-03,Finance,Equipment,Project C,9876,12.0,
2024-12-18,Exploration,Equipment,Project B,4159,2.0,VendorY
2024-06-13,Finance,Utilities,Project B,6293,17.0,VendorX
2024-03-26,Exploration,Maintenance,Project C,7937,,VendorY
2024-06-28,Exploration,Equipment,Project A,4918,14.0,VendorY
2024-08-01,Operations,Maintenance,Project C,8537,,
2024-10-14,Operations,Equipment,Project B,3577,,VendorX
2024-12-26,Exploration,Maintenance,Project C,1849,,
2024-09-25,Exploration,Utilities,Project A,9482,16.0,
2024-06-30,Finance,Maintenance,Project C,3415,,
2024-10-27,Exploration,Maintenance,Project B,8149,16.0,VendorZ
2024-03-01,Operations,Equipment,Project B,3040,,VendorX
2024-06-05,Finance,Salaries,Project C,2094,,
2024-08-13,Operations,Maintenance,Project B,2996,1.0,VendorX
2024-03-07,Finance,Maintenance,Project B,8805,,
2024-09-17,Operations,Salaries,Project B,7535,12.0,VendorY
2024-12-14,Exploration,Utilities,Project B,9336,,
2024-06-20,Operations,Utilities,Project C,7240,16.0,
2024-03-22,Finance,Utilities,Project A,2664,11.0,
2024-05-21,Exploration,Equipment,Project C,5761,,VendorX
2024-03-12,Operations,Maintenance,Project C,2596,11.0,VendorY
2024-01-06,Operations,Equipment,Project C,5355,4.0,
2024-12-31,Finance,Salaries,Project C,3364,,VendorY
2024-12-20,Exploration,Salaries,Project B,6644,,
2024-08-25,Exploration,Utilities,Project A,9152,,
2024-04-15,Operations,Salaries,Project C,7146,5.0,VendorY
2024-12-04,Operations,Utilities,Project A,9186,,
2024-01-25,Exploration,Utilities,Project A,5614,8.0,
2024-08-09,Exploration,Salaries,Project A,6530,,
2024-11-24,Finance,Utilities,Project A,7649,,
2024-07-30,Finance,Maintenance,Project B,5311,,VendorY
2024-12-14,Operations,Maintenance,Project C,2332,13.0,
2024-10-29,Operations,Maintenance,Project C,9004,13.0,
2024-06-26,Finance,Salaries,Project C,9590,16.0,
2024-11-06,Operations,Equipment,Project A,4853,4.0,
2024-07-01,Exploration,Utilities,Project B,1440,,VendorY
2024-10-09,Exploration,Equipment,Project A,1555,,
2024-06-21,Finance,Equipment,Project B,3430,,VendorY
2024-06-30,Exploration,Utilities,Project C,5656,,
2024-01-05,Finance,Utilities,Project C,8692,,
2024-05-26,Operations,Salaries,Project B,6072,,VendorZ
2024-11-24,Finance,Equipment,Project B,8439,,
2024-04-12,Finance,Equipment,Project A,8473,13.0,
2024-08-09,Operations,Equipment,Project A,4474,10.0,
2024-01-06,Exploration,Maintenance,Project C,3742,,VendorY
2024-05-30,Exploration,Maintenance,Project A,2751,7.0,
2024-11-07,Operations,Maintenance,Project C,5074,,
2024-06-19,Exploration,Salaries,Project A,6742,,
2024-07-17,Operations,Maintenance,Project A,6558,10.0,
2024-08-14,Finance,Utilities,Project C,5435,,VendorZ
2024-03-08,Exploration,Equipment,Project B,7900,7.0,VendorY
2024-12-13,Finance,Utilities,Project B,3926,,
2024-10-20,Finance,Salaries,Project B,7660,,VendorY
2024-02-28,Operations,Utilities,Project C,4577,12.0,
2024-10-01,Exploration,Utilities,Project B,6986,,VendorX
2024-05-19,Finance,Utilities,Project B,3407,,
2024-10-20,Exploration,Utilities,Project C,4481,3.0,VendorZ
2024-06-16,Finance,Utilities,Project A,2902,,VendorZ
2024-09-26,Finance,Salaries,Project A,1074,,VendorY
2024-11-21,Operations,Equipment,Project C,7097,11.0,VendorY
2024-01-30,Exploration,Utilities,Project B,8062,,
2024-01-27,Exploration,Maintenance,Project B,8115,,
2024-05-13,Exploration,Salaries,Project B,8136,,
2024-07-26,Operations,Salaries,Project C,6621,8.0,VendorY
2024-02-08,Finance,Utilities,Project B,6342,,VendorZ
2024-01-10,Finance,Utilities,Project B,6074,14.0,
2024-10-31,Finance,Salaries,Project C,9549,,VendorX
2024-05-19,Exploration,Maintenance,Project C,4528,,
2024-11-24,Exploration,Utilities,Project A,2939,,
2024-09-20,Operations,Salaries,Project B,5827,,VendorX
2024-10-10,Exploration,Equipment,Project A,1828,14.0,
2024-03-24,Operations,Utilities,Project C,6938,4.0,VendorY
2024-08-27,Finance,Salaries,Project C,1291,6.0,
2024-10-05,Operations,Equipment,Project A,6630,20.0,VendorY
2024-03-10,Exploration,Equipment,Project A,5074,,
2024-07-16,Operations,Maintenance,Project C,9167,13.0,VendorZ
2024-11-07,Operations,Maintenance,Project B,6477,14.0,VendorY
2024-02-02,Exploration,Salaries,Project A,8174,14.0,
2024-11-13,Operations,Salaries,Project A,2945,2.0,VendorZ
2024-04-01,Finance,Equipment,Project B,6300,,
2024-05-22,Finance,Salaries,Project B,8018,,
2024-07-07,Exploration,Equipment,Project A,7843,17.0,VendorY
2024-10-11,Finance,Salaries,Project B,1962,4.0,
2024-07-01,Finance,Salaries,Project B,8713,,VendorZ
2024-11-21,Finance,Utilities,Project C,8778,4.0,
2024-05-15,Finance,Salaries,Project A,4998,12.0,
2024-08-11,Operations,Equipment,Project B,2967,,
2024-09-02,Finance,Utilities,Project B,6732,12.0,VendorY
2024-11-08,Finance,Equipment,Project B,1919,5.0,VendorY
2024-07-13,Finance,Maintenance,Project A,3944,,
2024-12-30,Exploration,Maintenance,Project C,8280,1.0,
2024-09-22,Operations,Maintenance,Project B,5686,,VendorZ
2024-12-21,Exploration,Salaries,Project B,3124,20.0,
2024-11-03,Finance,Salaries,Project C,2689,,
2024-10-09,Finance,Utilities,Project B,2672,7.0,
2024-03-30,Operations,Salaries,Project B,7828,,VendorX
2024-09-15,Exploration,Maintenance,Project C,7772,,
2024-11-23,Operations,Utilities,Project B,4669,11.0,
2024-04-03,Operations,Salaries,Project C,6258,3.0,
2024-10-06,Exploration,Salaries,Project A,6469,11.0,
2024-10-30,Exploration,Equipment,Project A,7846,,
2024-12-26,Finance,Maintenance,Project C,6189,8.0,
2024-06-12,Operations,Equipment,Project A,4461,6.0,VendorZ
2024-03-27,Exploration,Equipment,Project A,7861,2.0,
2024-08-08,Exploration,Maintenance,Project B,8381,,
2024-02-20,Exploration,Salaries,Project C,7945,18.0,VendorX
2024-02-09,Operations,Salaries,Project A,9824,18.0,VendorY
2024-06-05,Operations,Equipment,Project B,8849,,VendorX
2024-04-14,Operations,Salaries,Project C,6864,,VendorX
2024-04-01,Operations,Maintenance,Project A,2772,1.0,VendorX
2024-08-26,Finance,Maintenance,Project C,7867,,VendorZ
2024-10-14,Exploration,Utilities,Project A,4317,,VendorX
2024-01-20,Finance,Equipment,Project C,2861,7.0,VendorY
2024-05-18,Operations,Maintenance,Project A,5412,8.0,VendorZ
2024-02-16,Exploration,Maintenance,Project C,8662,12.0,
2024-02-18,Finance,Utilities,Project B,7104,5.0,
2024-01-16,Operations,Maintenance,Project C,9238,15.0,
2024-05-30,Exploration,Maintenance,Project C,9908,3.0,VendorY
2024-11-22,Operations,Maintenance,Project B,1918,,VendorZ
2024-07-19,Operations,Equipment,Project B,4284,,
2024-04-12,Finance,Salaries,Project C,3835,20.0,VendorY
2024-11-29,Exploration,Equipment,Project A,9074,,
2024-03-23,Exploration,Maintenance,Project B,2510,,
2024-01-10,Finance,Salaries,Project B,5302,,
2024-01-20,Exploration,Utilities,Project B,1681,,VendorY
2024-11-20,Exploration,Utilities,Project C,3334,,
2024-07-24,Exploration,Utilities,Project C,5845,19.0,VendorY
2024-09-24,Finance,Salaries,Project C,8105,20.0,VendorZ
2024-05-18,Operations,Salaries,Project A,5405,15.0,VendorX
2024-08-06,Operations,Equipment,Project C,9408,15.0,VendorX
2024-10-10,Operations,Salaries,Project B,9787,17.0,
2024-08-03,Finance,Maintenance,Project A,9176,,VendorX
2024-09-28,Exploration,Salaries,Project B,5137,,
2024-08-14,Exploration,Equipment,Project B,7975,8.0,
2024-02-01,Finance,Equipment,Project B,5810,,VendorX
2024-03-28,Finance,Maintenance,Project B,7434,,
2024-06-18,Exploration,Equipment,Project C,1395,5.0,VendorY
2024-02-27,Finance,Maintenance,Project B,4773,,VendorX
2024-06-07,Finance,Utilities,Project B,6964,,
2024-09-30,Exploration,Equipment,Project B,8920,,
2024-01-12,Exploration,Maintenance,Project B,3543,17.0,VendorX
2024-09-26,Exploration,Maintenance,Project B,5403,2.0,VendorZ
2024-03-06,Operations,Equipment,Project C,6230,,
2024-06-29,Exploration,Utilities,Project C,5041,13.0,
2024-01-16,Operations,Salaries,Project C,9484,,VendorY
2024-07-22,Exploration,Equipment,Project A,3490,2.0,VendorX
2024-04-20,Operations,Salaries,Project A,5408,18.0,
2024-06-10,Finance,Maintenance,Project B,3133,,VendorX
2024-07-08,Operations,Utilities,Project B,2182,,
2024-06-20,Operations,Maintenance,Project A,7685,,
2024-11-29,Finance,Equipment,Project C,5871,,
2024-01-29,Operations,Maintenance,Project B,8050,,VendorX
2024-07-22,Exploration,Equipment,Project A,8839,,
2024-08-22,Finance,Salaries,Project B,8302,,VendorZ
2024-01-08,Finance,Equipment,Project A,8523,8.0,VendorY
2024-09-23,Finance,Maintenance,Project B,4871,13.0,
2024-05-30,Finance,Maintenance,Project C,7320,,
2024-07-09,Exploration,Utilities,Project A,9063,11.0,
2024-12-29,Finance,Utilities,Project A,5642,,VendorZ
2024-10-10,Exploration,Utilities,Project A,8613,5.0,VendorX
2024-04-30,Operations,Maintenance,Project C,6923,17.0,
2024-03-22,Finance,Maintenance,Project B,5417,17.0,VendorX
2024-06-16,Exploration,Maintenance,Project C,5188,,VendorX
2024-09-11,Exploration,Equipment,Project B,6420,17.0,
2024-12-16,Exploration,Equipment,Project B,8519,,VendorX
2024-10-30,Exploration,Equipment,Project B,2340,20.0,
2024-03-21,Operations,Salaries,Project B,2343,2.0,VendorX
2024-06-07,Finance,Equipment,Project C,3135,12.0,VendorY
2024-11-10,Exploration,Utilities,Project C,3579,,VendorX
2024-07-08,Exploration,Salaries,Project B,7293,,VendorY
2024-06-22,Operations,Utilities,Project B,1361,18.0,VendorZ
2024-10-23,Operations,Salaries,Project B,5838,,VendorZ
2024-12-06,Finance,Equipment,Project C,3299,,VendorX
2024-10-13,Exploration,Utilities,Project A,7984,,
2024-10-31,Finance,Utilities,Project A,5148,,
2024-12-17,Finance,Utilities,Project A,5217,,
2024-05-01,Exploration,Equipment,Project B,6167,2.0,
2024-02-01,Operations,Salaries,Project B,3253,7.0,
2024-10-07,Finance,Equipment,Project A,6719,8.0,VendorY
2024-08-06,Exploration,Equipment,Project B,4389,,VendorY
2024-09-30,Operations,Maintenance,Project C,6589,7.0,VendorY
2024-05-08,Operations,Salaries,Project A,5420,,VendorX
2024-09-29,Finance,Salaries,Project A,2597,7.0,VendorX
2024-10-21,Exploration,Maintenance,Project C,7002,3.0,
2024-09-20,Exploration,Utilities,Project A,4248,15.0,
2024-06-02,Operations,Maintenance,Project B,7445,,
2024-05-20,Finance,Equipment,Project B,1961,1.0,VendorY
2024-12-20,Exploration,Equipment,Project A,6143,,VendorZ
2024-05-24,Finance,Equipment,Project B,6344,2.0,
2024-08-22,Operations,Equipment,Project C,2462,,
2024-10-10,Finance,Equipment,Project B,7182,18.0,
2024-01-11,Operations,Utilities,Project B,5103,,VendorX
2024-09-03,Exploration,Utilities,Project A,5338,20.0,
2024-03-12,Exploration,Salaries,Project A,5597,,VendorY
2024-02-01,Finance,Salaries,Project C,5975,14.0,VendorY
2024-12-18,Exploration,Maintenance,Project C,7098,,VendorZ
2024-10-13,Exploration,Equipment,Project A,1944,3.0,VendorZ
2024-05-25,Finance,Utilities,Project B,2885,5.0,VendorZ
2024-05-16,Operations,Maintenance,Project A,3635,19.0,
2024-07-01,Finance,Maintenance,Project A,6624,2.0,VendorZ
2024-02-20,Exploration,Salaries,Project A,5978,1.0,
2024-07-17,Finance,Maintenance,Project B,8911,,VendorZ
2024-08-25,Operations,Equipment,Project B,6652,8.0,
2024-10-10,Finance,Utilities,Project C,5559,1.0,
2024-02-16,Exploration,Utilities,Project C,5820,,
2024-09-27,Exploration,Utilities,Project A,7382,,
2024-12-13,Finance,Equipment,Project C,2274,,VendorX
2024-01-10,Operations,Salaries,Project A,3088,,
2024-10-20,Exploration,Equipment,Project A,5139,,
2024-07-05,Exploration,Salaries,Project B,3445,15.0,VendorX
2024-11-13,Operations,Maintenance,Project B,9080,,
2024-09-24,Exploration,Salaries,Project B,7409,,VendorY
2024-08-28,Finance,Utilities,Project C,4730,,
2024-03-16,Exploration,Salaries,Project A,7632,,VendorZ
2024-02-16,Finance,Utilities,Project A,2224,19.0,VendorX
2024-12-29,Finance,Equipment,Project C,4003,,
2024-09-26,Finance,Utilities,Project C,9092,,
2024-04-06,Operations,Maintenance,Project A,8853,,VendorY
2024-04-23,Exploration,Equipment,Project B,1506,,
2024-01-19,Operations,Maintenance,Project B,5437,,
2024-02-12,Operations,Maintenance,Project C,4476,,
2024-05-07,Operations,Salaries,Project C,2517,,VendorX
2024-02-23,Finance,Utilities,Project C,3759,,
2024-01-06,Exploration,Salaries,Project B,3767,12.0,
2024-08-25,Operations,Maintenance,Project A,1887,,
2024-11-05,Operations,Equipment,Project A,2941,,
2024-06-14,Operations,Salaries,Project C,6496,19.0,
2024-05-11,Finance,Utilities,Project C,1749,,
2024-01-21,Operations,Salaries,Project B,3197,18.0,VendorY
2024-03-29,Finance,Maintenance,Project C,7742,,
2024-11-15,Finance,Equipment,Project B,5634,10.0,VendorY
2024-08-20,Operations,Equipment,Project B,7683,,
2024-11-18,Finance,Salaries,Project A,6855,,VendorY
2024-11-07,Operations,Maintenance,Project B,4784,20.0,VendorX
2024-10-15,Operations,Maintenance,Project B,6660,17.0,VendorY
2024-05-25,Finance,Equipment,Project B,5057,18.0,
2024-03-04,Operations,Utilities,Project B,5593,,
2024-02-07,Exploration,Maintenance,Project B,6902,,VendorZ
2024-03-22,Operations,Utilities,Project A,9919,,VendorZ
2024-08-27,Finance,Equipment,Project A,2752,14.0,VendorZ
2024-03-06,Operations,Equipment,Project A,4575,,VendorX
2024-09-27,Operations,Maintenance,Project B,1784,18.0,
2024-01-11,Finance,Maintenance,Project B,7051,11.0,VendorX
2024-04-04,Operations,Maintenance,Project C,2190,,VendorY
2024-06-22,Finance,Maintenance,Project C,4497,,VendorZ
2024-01-07,Exploration,Maintenance,Project A,8564,2.0,
2024-01-11,Operations,Salaries,Project B,3433,,
2024-10-11,Operations,Equipment,Project A,5363,2.0,
2024-11-29,Operations,Maintenance,Project C,4843,,VendorY
2024-09-12,Finance,Maintenance,Project A,4047,,
2024-01-30,Operations,Maintenance,Project A,2979,9.0,VendorX
2024-08-01,Finance,Salaries,Project C,1947,,VendorY
2024-12-29,Operations,Salaries,Project A,6472,,
2024-07-01,Operations,Equipment,Project C,9645,,
2024-06-02,Exploration,Salaries,Project C,4819,,VendorX
2024-02-11,Exploration,Utilities,Project B,4712,5.0,
2024-02-24,Exploration,Maintenance,Project C,5886,11.0,VendorZ
2024-11-18,Finance,Salaries,Project C,3934,7.0,
2024-05-13,Operations,Maintenance,Project C,8343,,VendorY
2024-02-07,Exploration,Salaries,Project C,7454,15.0,VendorZ
2024-06-01,Finance,Salaries,Project A,8944,2.0,
2024-08-15,Finance,Utilities,Project B,5732,9.0,
2024-03-07,Exploration,Utilities,Project B,9892,1.0,VendorY
2024-09-23,Operations,Utilities,Project C,9474,11.0,VendorY
2024-02-07,Exploration,Maintenance,Project B,6266,15.0,
2024-11-24,Exploration,Maintenance,Project A,3612,,
2024-05-31,Operations,Utilities,Project C,5062,,VendorZ
2024-12-08,Finance,Utilities,Project C,7635,,
2024-02-23,Exploration,Maintenance,Project B,2299,,VendorZ
2024-08-27,Finance,Salaries,Project C,9840,13.0,VendorY
2024-04-02,Operations,Equipment,Project A,8577,,
2024-03-02,Operations,Maintenance,Project A,1278,6.0,
2024-12-03,Exploration,Salaries,Project A,9119,10.0,
2024-05-19,Operations,Equipment,Project C,8729,,
2024-12-23,Operations,Equipment,Project A,5811,,VendorY
2024-11-28,Exploration,Salaries,Project B,8149,,
2024-04-18,Operations,Salaries,Project B,7101,13.0,
2024-01-11,Finance,Equipment,Project B,4382,4.0,VendorY
2024-04-16,Operations,Equipment,Project A,1755,15.0,VendorX
2024-06-16,Operations,Salaries,Project C,5147,13.0,VendorZ
2024-03-30,Finance,Equipment,Project B,4703,11.0,VendorY
2024-04-27,Exploration,Utilities,Project C,5753,,
2024-05-30,Finance,Equipment,Project C,7013,,VendorX
2024-02-02,Finance,Salaries,Project A,9906,,VendorY
2024-03-03,Operations,Maintenance,Project C,4093,7.0,VendorY
2024-06-12,Exploration,Equipment,Project B,4337,9.0,
2024-06-11,Exploration,Maintenance,Project C,9431,6.0,VendorX
